mp_id,formula,sites,composition,a_edge (angstrom),b_edge (angstrom),c_edge (angstrom),alpha_ang (deg),beta_ang (deg),gamma_ang (deg),crystal_system,space_group,total_magnetisation (bohr),energy_per_atom (eV/atom),formation_energy (eV/atom),energy_above_hull (eV/atom),stable,density (g/cc),band_gap (eV),direct_bandgap,volume (cubic-angstrom),bulk_modulus (GPa),shear_modulus (GPa)
mp-1254277,AlFeO3,20,Al1 Fe1 O3,4.886171,4.935838,7.438778,90,90,90,ortho,Pnma,19.9992519,-7.698484021,-2.286588009,0.280233171,FALSE,4.843594836,1.3295,TRUE,179.4036014,,
mp-1259818,AlFeO3,20,Al1 Fe1 O3,4.982350367,5.00152093,7.943456491,91.03709341,89.68984125,90.23283036,mono,P2_1/c,20.0000811,-7.768090903,-2.356194892,0.210626289,FALSE,4.390702551,1.3608,FALSE,197.9087281,,
mp-1264966,AlFeO3,20,Al1 Fe1 O3,4.974753428,4.999717351,7.945401365,88.65856987,90.34331471,90.39421631,tri,P-1,18.0000001,-7.7426696,-2.330773589,0.236047592,FALSE,4.398481965,0.0763,FALSE,197.5586951,,
mp-1398131,AlFeO3,10,Al1 Fe1 O3,3.1875995,3.1875995,11.964116,90,90,119.9999896,hex_,P6_3/mmc,10.0001069,-7.713172641,-2.30127663,0.26554455,FALSE,4.12695921,0,FALSE,105.2782828,,
mp-1421498,AlFeO3,5,Al1 Fe1 O3,3.801023,3.801023,3.801023,90,90,90,cubic,Pm-3m,4.4499198,-6.574422204,-1.162526193,1.404294988,FALSE,3.955828732,0,FALSE,54.91632829,,
mp-21216,AlFeO3,40,Al1 Fe1 O3,5.044116,8.669206,9.376979,90,90,90,ortho,Pna2_1,40.0036148,-7.934761357,-2.522865346,0.043955835,FALSE,4.238396949,1.9962,FALSE,410.0410451,,
mp-776154,AlFeO3,20,Al1 Fe1 O3,4.868112,5.121179,7.339769,89.99993521,89.99996085,89.99852011,ortho,Pnma,0,-7.898401108,-2.486505097,0.080316083,FALSE,4.748823794,2.1089,FALSE,182.9839124,,
mp-756686,AlGaO3,20,Al1 Ga1 O3,4.889231,5.009529,7.448018,90,90,90,ortho,Pnma,5.96E-05,-7.063751335,-2.740240362,0.107533477,FALSE,5.268750946,3.0761,TRUE,182.4224018,,
mp-772187,AlGaO3,40,Al1 Ga1 O3,4.995092,8.625028,9.159761,90,90,90,ortho,Pna2_1,0.0012291,-7.142541577,-2.819030603,0.028743235,FALSE,4.871107205,3.4264,FALSE,394.6282278,,
mp-772898,AlGaO3,40,Al1 Ga1 O3,5.001676,8.601477,9.277844,90,90,90,ortho,Pna2_1,4.55E-05,-7.143614212,-2.820103238,0.0276706,FALSE,4.815930171,3.5313,TRUE,399.149559,,
mp-1178550,AlInO3,20,Al1 In1 O3,5.119892,5.296575,7.483319,90,90,90,ortho,Pnma,4.96E-05,-6.91700195,-2.647275432,0.063033766,FALSE,6.212264484,0,FALSE,202.9318362,,
mp-1183160,AlInO3,5,Al1 In1 O3,3.714679,3.714679,3.714679,90,90,90,cubic,Pm-3m,0.0418222,-6.512231168,-2.24250465,0.467804548,FALSE,6.148600261,0,FALSE,51.25826144,,
mp-754157,AlInO3,10,Al1 In1 O3,3.283820397,3.283820397,12.023484,90,90,120.000008,hex_,P6_3/mmc,0.0001857,-6.945375648,-2.67564913,0.034660067,FALSE,5.613715616,2.162,FALSE,112.2844765,,
mp-504482,AlInS3,30,Al1 In1 S3,6.771139126,6.770227804,17.96964451,89.9998925,90.00029741,120.0020705,hex_,P6_1,0,-11.68505014,-1.001912953,0,TRUE,3.323848829,2.0813,FALSE,713.3884529,,
mp-862787,AlInSe3,30,Al1 In1 Se3,7.074358422,7.068211916,18.84396187,89.99924068,90.00046465,120.0581709,hex_,P6_1,0,-15.31299494,-0.863921058,0,TRUE,4.62623389,1.6333,TRUE,815.5387503,,
mp-1183133,AlIrO3,5,Al1 Ir1 O3,3.664087,3.664087,3.664087,90,90,90,cubic,Pm-3m,0.0371911,-6.686330656,-1.200752051,1.079925232,FALSE,9.019509479,0,FALSE,49.19232293,,
mp-1246835,AlMoN3,20,Al1 Mo1 N3,11.90426434,5.497726543,8.683642903,119.8052477,112.8501458,114.3003088,tri,P-1,0.0006882,-8.572850048,-0.651638213,0.204130195,FALSE,3.683221139,1.4508,FALSE,297.4483739,,
mp-1248370,AlMoO3,30,Al1 Mo1 O3,5.546971423,5.546971423,12.040976,90,90,119.9999931,hex_,P6_3cm,6.007178,-8.046364926,-2.159343135,0.463632204,FALSE,5.307479902,0.7348,FALSE,320.8516002,,
mp-1373731,AlMoO3,20,Al1 Mo1 O3,5.194591,5.221372,8.205346,90,90,90,ortho,Pnma,11.9998539,-8.333737975,-2.446716184,0.176259155,FALSE,5.10115377,1.4177,FALSE,222.5527134,,
mp-1389151,AlMoO3,10,Al1 Mo1 O3,3.263100437,3.263100437,12.403619,90,90,120.0000089,hex_,P6_3/mmc,4.3080751,-7.929805426,-2.042783635,0.580191704,FALSE,4.962853093,0,FALSE,114.377314,,
mp-1433892,AlMoO3,5,Al1 Mo1 O3,4.007721,4.007721,4.007721,90,90,90,cubic,Pm-3m,1.1351509,-7.2902197,-1.403197909,1.21977743,FALSE,4.409089115,0,FALSE,64.37132383,,
mp-1207084,AlNi3C,5,Al1 Ni3 C1,3.76114,3.76114,3.76114,90,90,90,cubic,Pm-3m,0.0032064,-6.244299254,-0.181368981,0.16590739,FALSE,6.712361825,0,FALSE,53.20574125,,
mp-1228852,AlNi3Sb,5,Al1 Ni3 Sb1,4.119012788,4.119012788,4.938456,90,90,119.9911141,hex_,P-6m2,0.000805,-13.88716588,-0.210452769,0.201821444,FALSE,7.432710256,0,FALSE,72.56830524,,
mp-1183176,AlNiO3,5,Al1 Ni1 O3,3.657863,3.657863,3.657863,90,90,90,cubic,Pm-3m,2.9995203,-6.260375212,-1.386456107,0.819704621,FALSE,4.535351338,0,FALSE,48.94206694,,
mp-1333178,AlNiO3,30,Al1 Ni1 O3,5.41073838,5.41073838,11.029357,90,90,120.0000046,hex_,P6_3cm,2.3655208,-6.720091479,-1.846172374,0.359988354,FALSE,4.76267138,0,FALSE,279.6365121,,
mp-1376903,AlNiO3,20,Al1 Ni1 O3,4.563563002,4.881148049,8.004403086,89.98369008,90.00054052,90.00336501,ortho,Pnma,4.0001229,-6.88699567,-2.013076565,0.193084163,FALSE,4.979643715,0,FALSE,178.3014862,,
mp-1400395,AlNiO3,10,Al1 Ni1 O3,3.110613354,3.110613354,11.1539,90,90,119.9999863,hex_,P6_3/mmc,0.8454778,-6.709563836,-1.835644731,0.370515997,FALSE,4.749782639,0,FALSE,93.46510596,,
mp-1416557,AlNiO3,5,Al1 Ni1 O3,3.659524,3.659524,3.659524,90,90,90,cubic,Pm-3m,0.8946598,-5.768405216,-0.894486111,1.311674617,FALSE,4.529178568,0,FALSE,49.00876957,,
mp-1228805,AlOF3,5,Al1 O1 F3,3.965355,3.965355,3.555823,90,90,90,tet,P4/mmm,0.0011175,-5.019368786,-2.133774039,0.962521764,FALSE,2.969212059,0,FALSE,55.91190407,,
mp-1183154,AlPbO3,5,Al1 Pb1 O3,3.83448,3.83448,3.83448,90,90,90,cubic,Pm-3m,0.0325802,-6.651739886,-2.191318703,0.22422392,FALSE,8.311042316,0,FALSE,56.37926771,,
mp-1178574,AlPdO3,10,Al1 Pd1 O3,3.21994597,3.21994597,11.864006,90,90,119.9999994,hex_,P6_3/mmc,1.99993,-6.726789122,-1.972920991,0.116577814,FALSE,5.655312255,0,FALSE,106.5268686,,
mp-776116,AlPdO3,20,Al1 Pd1 O3,6.63104832,6.63104832,5.34455237,81.56858531,98.43141469,92.49529873,mono,C2/c,1.0257177,-6.687652707,-1.933784576,0.155714229,FALSE,5.241057627,0,FALSE,229.8935628,,
mp-10040,AlPt3C,5,Al1 Pt3 C1,4.18515,4.18515,4.18515,90,90,90,cubic,Pm-3m,2.11E-05,-6.025705158,0.211823099,0.765835721,FALSE,14.14068851,0,FALSE,73.30491331,"{'voigt': 206.681, 'reuss': 206.681, 'vrh': 206.681}","{'voigt': 17.998, 'reuss': -21.571, 'vrh': -1.786}"
mp-1178547,AlRhO3,10,Al1 Rh1 O3,3.117126484,3.117126484,11.75262546,90,90,119.9999984,hex_,P6_3/mmc,0,-7.413761879,-2.223008536,0.038796596,FALSE,5.973716649,1.7659,FALSE,98.8950114,,
mp-1079481,AlSBr3,10,Al1 S1 Br3,7.934782186,7.934782186,6.968014,90,90,120.0000015,trig,P-3m1,3.9953167,-3.411953277,-0.852998276,0.361441953,FALSE,2.61149838,0.1479,FALSE,379.9353112,,
mp-1183134,AlSbO3,5,Al1 Sb1 O3,3.753959,3.753959,3.753959,90,90,90,cubic,Pm-3m,4.27E-05,-6.813236746,-2.269544729,0.319599526,FALSE,6.175506916,1.1346,TRUE,52.9015717,,
mp-1261047,AlSbO3,20,Al1 Sb1 O3,5.503217172,5.118104501,11.5303107,90.04020737,89.91727264,90.07938599,mono,P2_1,0.0012119,-7.070983868,-2.527291851,0.061852404,FALSE,4.023790342,3.9107,FALSE,324.7624693,,
mp-1371447,AlSbO3,20,Al1 Sb1 O3,5.259396,5.351299,9.212671,90,90,90,ortho,Pnma,2.17E-05,-6.792968174,-2.249276157,0.339868098,FALSE,5.039883847,0,FALSE,259.2869453,,
mp-1374707,AlSbO3,30,Al1 Sb1 O3,5.67946391,5.67946391,13.101949,90,90,119.999999,hex_,P6_3cm,0.0001315,-6.726732407,-2.18304039,0.406103865,FALSE,5.35563793,1.2462,FALSE,366.0001212,,
mp-1384267,AlSbO3,10,Al1 Sb1 O3,3.516444143,3.516444143,12.703106,90,90,120.0000027,hex_,P6_3/mmc,0.0002696,-6.330808508,-1.787116491,0.802027764,FALSE,4.803117319,0,FALSE,136.0341629,,
mp-1421511,AlSbO3,5,Al1 Sb1 O3,4.051755,4.051755,4.051755,90,90,90,cubic,Pm-3m,0.0111689,-5.814324374,-1.270632357,1.318511898,FALSE,4.911471828,0,FALSE,66.51652159,,
mp-1183132,AlSiO3,5,Al1 Si1 O3,3.559018,3.559018,3.559018,90,90,90,cubic,Pm-3m,0.0022355,-6.957105078,-2.154149703,1.038270889,FALSE,3.796389443,0,FALSE,45.08068987,,
mp-5168,AlSiP3,20,Al1 Si1 P3,5.89959,6.142514,9.906489,90,90,90,ortho,Pnma,0.0019418,-8.875528412,-0.37311004,0.007223912,FALSE,2.738096782,0.2886,FALSE,358.9944607,,
mp-31220,AlSiTe3,10,Al1 Si1 Te3,6.88931547,6.88931598,7.41726321,90,90,119.9999905,trig,P-31m,0,-18.68388949,-0.332382316,0,TRUE,4.769741105,1.2504,FALSE,304.8783184,,
mp-1248301,AlSnO3,30,Al1 Sn1 O3,5.768707415,5.768707415,12.34695,90,90,119.9999933,hex_,P6_3cm,0.3209906,-6.761913551,-2.242107411,0.429956209,FALSE,5.423249509,0,FALSE,355.8339448,,
mp-1340379,AlSnO3,20,Al1 Sn1 O3,5.216532,5.317443,10.20113089,64.73593709,90,90,mono,P2_1/c,0.0049908,-6.956433518,-2.436627378,0.235436242,FALSE,5.027428681,0,FALSE,255.8997039,,
mp-1406914,AlSnO3,10,Al1 Sn1 O3,3.432207724,3.432207724,12.470372,90,90,119.9999947,hex_,P6_3/mmc,0.006625,-6.533496764,-2.013690624,0.658372996,FALSE,5.056249705,0,FALSE,127.2205277,,
mp-1426094,AlSnO3,5,Al1 Sn1 O3,4.036563,4.036563,4.036563,90,90,90,cubic,Pm-3m,0.0030615,-5.873238904,-1.353432764,1.318630856,FALSE,4.890131134,0,FALSE,65.77111511,,
mp-768539,AlTlO3,20,Al1 Tl1 O3,5.25126,5.360468,7.612391,90,90,90,ortho,Pnma,0.0012436,-6.380360799,-2.188174606,0.075319551,FALSE,8.659458159,1.2082,TRUE,214.2828019,,
mp-1178549,AlVO3,20,Al1 V1 O3,4.881115205,9.448927602,4.881240366,75.04115014,119.9975621,104.954599,trig,R-3,0.0009134,-8.495406463,-2.96073348,0.019815871,FALSE,4.493987814,1.569,FALSE,186.1127753,,
mp-1183128,AlVO3,5,Al1 V1 O3,3.640495,3.640495,3.640495,90,90,90,cubic,Pm-3m,1.9986968,-7.805885834,-2.271212851,0.7093365,FALSE,4.333779068,0,FALSE,48.24822233,,
mp-1248251,AlVO3,20,Al1 V1 O3,5.036054,5.052761,7.862989,90,90,90,ortho,Pnma,7.9999746,-8.363604848,-2.828931865,0.151617486,FALSE,4.180240544,1.6792,FALSE,200.0814392,,
mp-1384488,AlVO3,10,Al1 V1 O3,3.177693368,3.177693368,12.057972,90,90,119.9999868,hex_,P6_3/mmc,4.0006632,-8.18761932,-2.652946337,0.327603014,FALSE,3.965967441,0,FALSE,105.4457149,,
mp-1395974,AlVO3,5,Al1 V1 O3,3.822983,3.822983,3.822983,90,90,90,cubic,Pm-3m,1.0714845,-7.286648706,-1.751975723,1.228573628,FALSE,3.742320546,0,FALSE,55.87365739,,
mp-756082,AlVO3,20,Al1 V1 O3,5.057769,5.233691,6.978992,90.00048714,89.99993318,89.99945443,ortho,Pnma,7.9961203,-8.428779254,-2.894106271,0.08644308,FALSE,4.527394166,0,FALSE,184.7395021,,
mp-765647,AlVO3,40,Al1 V1 O3,13.21367952,13.21367952,5.837209208,77.30273421,77.30273421,25.71058258,mono,Cm,16.0001087,-8.426489738,-2.891816755,0.088732596,FALSE,3.883271181,1.1677,TRUE,430.7649427,,
mp-802021,AlVO3,40,Al1 V1 O3,5.83721,5.879806871,13.21320636,102.8462952,102.6848107,90.0566253,tri,P1,15.999242,-6.431849764,-0.897176781,2.08337257,FALSE,3.883273164,0,FALSE,430.7647228,,
mp-1246403,AlWN3,20,Al1 W1 N3,6.041277348,5.536363468,11.22075316,96.0498021,114.7921555,92.22125818,tri,P-1,0.0001069,-17.72715535,-0.629926407,0.320594919,FALSE,4.977853286,1.5971,FALSE,337.3770937,,
mp-1046804,AlWO3,20,Al1 W1 O3,4.870761,5.936013,8.690316,90,90,90,ortho,Pnma,12.0013923,-8.653441592,-2.343923777,0.285851663,FALSE,6.841939836,0.8599,TRUE,251.2622428,,
mp-1251647,AlWO3,30,Al1 W1 O3,5.603850469,5.603850469,11.993558,90,90,120.0000055,hex_,P6_3cm,5.990813,-8.391159649,-2.081641834,0.548133607,FALSE,7.905803552,0.5902,FALSE,326.1757905,,
mp-1400236,AlWO3,10,Al1 W1 O3,3.368787144,3.368787144,12.216701,90,90,119.9999832,hex_,P6_3/mmc,4.634897,-8.202397247,-1.892879432,0.736896008,FALSE,7.158873612,0,FALSE,120.0692484,,
mp-1417649,AlWO3,5,Al1 W1 O3,3.94423652,3.94423652,3.94423652,90,90,90,cubic,Pm-3m,0.0003073,-7.760853984,-1.451336169,1.178439271,FALSE,7.004185539,0,FALSE,61.36049435,,
mp-755240,AsAuO3,20,As1 Au1 O3,8.360581773,8.360581773,5.171513116,78.34997646,78.34997646,80.95886441,mono,C2/c,0.0012271,-5.632816046,-1.075238537,0.117587763,FALSE,6.173253172,0.3577,FALSE,344.1840455,,
mp-27274,AsCF3,40,As1 C1 F3,10.713548,10.713548,6.487277,90,90,90,tet,P4_2/nmc,3.91E-05,-5.413549739,-1.486904753,0.492515516,FALSE,2.56775636,3.3193,TRUE,744.6103725,,
mp-29863,AsCl3O,20,As1 Cl3 O1,6.35824603,8.270203542,10.38806172,113.0335866,90,90,mono,P2_1/c,0,-4.188813655,-1.156074951,0,TRUE,2.606670691,2.5284,FALSE,502.6966363,,
mp-1214882,AuI3N,20,Au1 I3 N1,10.079424,7.625739,12.79086292,54.37484224,90,90,mono,P2_1/c,0,-2.28619352,0.950645999,1.139575982,FALSE,4.917853677,0,FALSE,799.1444318,,
mp-1189694,AuNCl3,20,Au1 N1 Cl3,11.143758,6.153686,9.884847284,53.28704614,90,90,mono,P2_1/c,3.9995076,-14.88213982,0.752065683,1.010642597,FALSE,3.878883203,0,FALSE,543.3962325,,
mp-1183212,BAuO3,5,B1 Au1 O3,3.49667,3.49667,3.49667,90,90,90,cubic,Pm-3m,1.9985059,-5.260162976,-0.300731619,1.327223234,FALSE,9.934466602,0,FALSE,42.7527389,,
mp-1183221,BIrO3,5,B1 Ir1 O3,3.415662,3.415662,3.415662,90,90,90,cubic,Pm-3m,0.0074702,-6.365849548,-0.293507755,1.672922179,FALSE,10.46028422,0,FALSE,39.84966404,,
mp-1246423,BMoN3,20,B1 Mo1 N3,10.23183148,5.675402438,8.672908339,121.8270526,108.5457039,110.6716841,tri,P-1,0.0002641,-8.935687886,-0.427712863,0.381130393,FALSE,3.192599606,1.0201,FALSE,309.5160734,,
mp-984553,BOsO3,5,B1 Os1 O3,3.407419,3.407419,3.407419,90,90,90,cubic,Pm-3m,0.0104592,-6.774564064,-0.224435621,1.779122926,FALSE,10.45298165,0,FALSE,39.56185275,"{'voigt': 286.217, 'reuss': 286.217, 'vrh': 286.217}","{'voigt': 106.039, 'reuss': 13.921, 'vrh': 59.98}"
mp-984554,BPbO3,5,B1 Pb1 O3,3.565976,3.565976,3.565976,90,90,90,cubic,Pm-3m,2.13E-05,-6.110985154,-1.063800783,1.079543921,FALSE,9.741156187,0,FALSE,45.34560992,"{'voigt': 205.691, 'reuss': 205.691, 'vrh': 205.691}","{'voigt': 94.71, 'reuss': -6.119, 'vrh': 44.295}"
mp-1183242,BPdO3,5,B1 Pd1 O3,3.428706,3.428706,3.428706,90,90,90,cubic,Pm-3m,1.7470208,-5.897181052,-0.556549733,1.218701724,FALSE,6.806833935,0,FALSE,40.30795289,,
mp-1183277,BPtO3,5,B1 Pt1 O3,3.447224,3.447224,3.447224,90,90,90,cubic,Pm-3m,0.3293837,-5.839233442,-0.320351821,1.50704076,FALSE,10.29180746,0,FALSE,40.96458072,,
mp-1183211,BSbO3,5,B1 Sb1 O3,3.520705,3.520705,3.520705,90,90,90,cubic,Pm-3m,0.0008078,-6.391039034,-1.260583829,1.014313077,FALSE,6.870745471,1.4054,TRUE,43.64041894,,
mp-753806,BSbO3,10,B1 Sb1 O3,4.84604,6.047189486,6.220887138,80.9747039,68.56260547,66.60665407,tri,P-1,0.0001288,-7.357337273,-2.226882068,0.048014838,FALSE,3.850863079,3.762,FALSE,155.7272771,,
mp-755829,BSbO3,20,B1 Sb1 O3,5.020640339,5.020640339,13.02491185,82.23303087,82.23303087,102.2783614,mono,C2/c,0.000224,-7.358162673,-2.227707467,0.047189439,FALSE,3.828465813,3.7211,FALSE,313.2766235,,
mp-1183194,BTeO3,5,B1 Te1 O3,3.542919,3.542919,3.542919,90,90,90,cubic,Pm-3m,0.0015565,-5.755480568,-0.822164432,1.249640725,FALSE,6.960377107,0,FALSE,44.47169373,,
mp-1013709,Ba3AsN,5,Ba3 As1 N1,6.186616,6.186616,6.186616,90,90,90,cubic,Pm-3m,0.0011882,-3.459798958,0.293266061,1.117215744,FALSE,3.51276188,0,FALSE,236.7878866,,
mp-1013734,Ba3AsN,5,Ba3 As1 N1,5.487585,5.487585,5.487585,90,90,90,cubic,Pm-3m,0.0005071,-4.495886798,-0.742821779,0.081127904,FALSE,5.033434384,0,FALSE,165.25088,"{'voigt': 38.422, 'reuss': 38.422, 'vrh': 38.422}","{'voigt': 27.837, 'reuss': 26.749, 'vrh': 27.293}"
mp-1013586,Ba3AsP,5,Ba3 As1 P1,6.070904,6.070904,6.070904,90,90,90,cubic,Pm-3m,0.0033984,-3.851431508,-0.682927332,0.343673546,FALSE,3.843395611,0,FALSE,223.7484813,,
mp-1013711,Ba3AsP,5,Ba3 As1 P1,6.166984,6.166984,6.166984,90,90,90,cubic,Pm-3m,0.0012773,-3.668456264,-0.499952088,0.52664879,FALSE,3.666542479,0,FALSE,234.5408339,,
mp-1013563,Ba3BiAs,5,Ba3 Bi1 As1,6.247728,6.247728,6.247728,90,90,90,cubic,Pm-3m,0.0028973,-3.687723918,-0.824307586,0.162350351,FALSE,4.738261036,0,FALSE,243.8744718,,
mp-1013716,Ba3BiAs,5,Ba3 Bi1 As1,6.55372712,6.55372712,6.55372712,90,90,90,cubic,Pm-3m,2.50E-05,-3.17240839,-0.308992057,0.677665879,FALSE,4.105067105,0,FALSE,281.4913563,"{'voigt': 18.404, 'reuss': 18.404, 'vrh': 18.404}","{'voigt': 12.923, 'reuss': 5.443, 'vrh': 9.183}"
mp-1013549,Ba3BiN,5,Ba3 Bi1 N1,5.61211,5.61211,5.61211,90,90,90,cubic,Pm-3m,0.0005392,-4.389537518,-0.792490143,0.05635722,FALSE,5.965165267,0,FALSE,176.7577743,"{'voigt': 35.813, 'reuss': 35.813, 'vrh': 35.813}","{'voigt': 25.71, 'reuss': 25.703, 'vrh': 25.706}"
mp-1013710,Ba3BiN,5,Ba3 Bi1 N1,6.61,6.61,6.61,90,90,90,cubic,Pm-3m,0.0009361,-2.978451112,0.618596263,1.467443626,FALSE,3.650872165,0,FALSE,288.804781,"{'voigt': 3.969999999999999, 'reuss': 3.969999999999999, 'vrh': 3.969999999999999}","{'voigt': 10.79, 'reuss': 2.879, 'vrh': 6.834}"
mp-567666,Ba3BiN,10,Ba3 Bi1 N1,7.72798537,7.727984757,6.77933811,90,90,119.9999936,hex_,P6_3/mmc,0,-4.445894738,-0.848847363,0,TRUE,6.014236453,0.6466,TRUE,350.6311547,,
mp-1013691,Ba3BiP,5,Ba3 Bi1 P1,6.142485,6.142485,6.142485,90,90,90,cubic,Pm-3m,0.0003815,-3.857570978,-0.845084447,0.101019505,FALSE,4.67112177,0,FALSE,231.7567083,,
mp-1013713,Ba3BiP,5,Ba3 Bi1 P1,6.54121913,6.54121913,6.54121913,90,90,90,cubic,Pm-3m,1.12E-05,-3.163351586,-0.150865055,0.795238897,FALSE,3.867919333,0,FALSE,279.8827256,"{'voigt': 18.193, 'reuss': 18.193, 'vrh': 18.193}","{'voigt': 12.817, 'reuss': 4.893, 'vrh': 8.855}"
mp-1013584,Ba3BiSb,5,Ba3 Bi1 Sb1,6.537631,6.537631,6.537631,90,90,90,cubic,Pm-3m,0.000198,-3.419603402,-0.664411328,0.336802108,FALSE,4.413811908,0,FALSE,279.4223963,"{'voigt': 20.003, 'reuss': 20.003, 'vrh': 20.003}","{'voigt': 14.112, 'reuss': 8.09, 'vrh': 11.101}"
mp-1013719,Ba3BiSb,5,Ba3 Bi1 Sb1,6.586375,6.586375,6.586375,90,90,90,cubic,Pm-3m,0.0003835,-3.285428436,-0.530236362,0.470977074,FALSE,4.316539039,0,FALSE,285.7191582,"{'voigt': 19.129, 'reuss': 19.129, 'vrh': 19.129}","{'voigt': 13.369, 'reuss': 6.52, 'vrh': 9.944}"
mp-17833,Ba3GeO,20,Ba3 Ge1 O1,7.57259814,7.72347163,10.83356778,90,90,90,ortho,Pnma,0,-4.505382822,-1.439800086,0,TRUE,5.24793758,0.153,FALSE,633.6201368,,
mp-13288,Ba3LiN,10,Ba3 Li1 N1,8.289066234,8.289066234,6.942235,90,90,120.0000019,hex_,P6_3/mmc,1.312898,-3.50806923,-0.307244144,0.027976387,FALSE,3.480601607,0,FALSE,413.0866446,"{'voigt': 13.019, 'reuss': 12.7, 'vrh': 12.86}","{'voigt': -47880178945.086, 'reuss': 21.541, 'vrh': -23940089461.772}"
mp-8868,Ba3NaN,10,Ba3 Na1 N1,8.543396245,8.543394286,6.98639627,90.00001887,89.99999685,120.0000188,hex_,P6_3/mmc,0.0054364,-3.419354647,-0.331969978,0,TRUE,3.376438755,0,FALSE,441.6159639,"{'voigt': -372228450.435, 'reuss': -379107348.269, 'vrh': -375667899.352}","{'voigt': 206177395.595, 'reuss': -18028.071, 'vrh': 103079683.762}"
mp-1013533,Ba3PN,5,Ba3 P1 N1,5.450726,5.450726,5.450726,90,90,90,cubic,Pm-3m,6.29E-05,-4.538411764,-0.636276546,0.139411427,FALSE,4.685604402,0,FALSE,161.9433257,"{'voigt': 40.54, 'reuss': 40.54, 'vrh': 40.54}","{'voigt': 28.14, 'reuss': 26.423, 'vrh': 27.282}"
mp-1013707,Ba3PN,5,Ba3 P1 N1,6.06005,6.06005,6.06005,90,90,90,cubic,Pm-3m,0.0002072,-3.644830316,0.257304902,1.032992875,FALSE,3.409573449,0,FALSE,222.5505246,,
mp-29242,Ba3PbO,5,Ba3 Pb1 O1,5.52184574,5.52184574,5.52184574,90,90,90,cubic,Pm-3m,2.50E-06,-4.375894106,-1.492387527,0,TRUE,6.264600434,0,FALSE,168.3653857,,
mp-1013562,Ba3SbAs,5,Ba3 Sb1 As1,6.217785,6.217785,6.217785,90,90,90,cubic,Pm-3m,0.0016743,-3.765989692,-0.854779974,0.227838953,FALSE,4.204541194,0.1487,TRUE,240.3848551,,
mp-1013714,Ba3SbAs,5,Ba3 Sb1 As1,6.492956,6.492956,6.492956,90,90,90,cubic,Pm-3m,0.0001084,-3.370630302,-0.459420584,0.623198343,FALSE,3.692311515,0,FALSE,273.7331402,"{'voigt': 19.616, 'reuss': 19.616, 'vrh': 19.616}","{'voigt': 13.958, 'reuss': 6.628, 'vrh': 10.293}"
mp-1013557,Ba3SbN,5,Ba3 Sb1 N1,5.573581,5.573581,5.573581,90,90,90,cubic,Pm-3m,5.25E-05,-4.51522533,-0.870384569,0.055228377,FALSE,5.253233547,0,FALSE,173.1422078,,
mp-1013708,Ba3SbN,5,Ba3 Sb1 N1,6.52,6.52,6.52,90,90,90,cubic,Pm-3m,0.0007933,-3.173536556,0.471304205,1.396917151,FALSE,3.281609293,0,FALSE,277.167808,"{'voigt': 17.51, 'reuss': 17.51, 'vrh': 17.51}","{'voigt': 11.561, 'reuss': 3.815, 'vrh': 7.688}"
mp-12814,Ba3SbN,10,Ba3 Sb1 N1,7.62952326,7.629524376,6.73699565,90,90,119.9999952,hex_,P6_3/mmc,0,-4.570453707,-0.925612946,0,TRUE,5.356336708,0.4555,TRUE,339.6188492,,
mp-1013712,Ba3SbP,5,Ba3 Sb1 P1,6.483458,6.483458,6.483458,90,90,90,cubic,Pm-3m,0.0032569,-3.363138898,-0.302858981,0.73575235,FALSE,3.440789725,0,FALSE,272.5336329,"{'voigt': 19.718, 'reuss': 19.718, 'vrh': 19.718}","{'voigt': 13.917, 'reuss': 6.092, 'vrh': 10.005}"
mp-1013737,Ba3SbP,5,Ba3 Sb1 P1,6.113177,6.113177,6.113177,90,90,90,cubic,Pm-3m,0.0002717,-3.942252384,-0.881972467,0.156638864,FALSE,4.1046613,0.2992,TRUE,228.4551283,,
mp-754940,Ba3SiO,5,Ba3 Si1 O1,5.423827,5.423827,5.423827,90,90,90,cubic,Pm-3m,6.93E-05,-4.491329226,-1.265288455,0.051504253,FALSE,4.746344015,0,FALSE,159.5575966,"{'voigt': 39.278, 'reuss': 39.278, 'vrh': 39.278}","{'voigt': 26.853, 'reuss': 26.659, 'vrh': 26.756}"
mp-755363,Ba3SiO,20,Ba3 Si1 O1,7.57657891,7.6982159,10.80878583,90,90,90,ortho,Pnma,0,-4.542833479,-1.316792708,0,TRUE,4.805034838,0.4217,FALSE,630.4347581,,
mp-29243,Ba3SnO,5,Ba3 Sn1 O1,5.50211613,5.50211613,5.50211613,90,90,90,cubic,Pm-3m,1.40E-06,-4.474396678,-1.531505142,0,TRUE,5.45006005,0,FALSE,166.5671127,"{'voigt': 36.771, 'reuss': 36.771, 'vrh': 36.771}","{'voigt': 25.933, 'reuss': 25.872, 'vrh': 25.902}"
mp-1183283,BaAlO3,5,Ba1 Al1 O3,3.956853,3.956853,3.956853,90,90,90,cubic,Pm-3m,0.9993112,-6.997089008,-2.895402251,0.169361201,FALSE,5.690666409,0,FALSE,61.95120364,,
mp-1183287,BaAuO3,5,Ba1 Au1 O3,4.211679,4.211679,4.211679,90,90,90,cubic,Pm-3m,0.0004405,-5.472031942,-1.464683951,0.198319595,FALSE,8.497247242,0,FALSE,74.7077729,,
